;date;T. Max.;T. Min.;H. Max.;H. Min.;P. Max.;P. Min.;Vel.;Precipitación;T. Amp.;P. Amp.;H. Amp.;T. med1.;P. med1.;H. med1.
2020-09-23;20200923;19.8;12.7;95;60;1013.6;1010.7;34.0;8.2;7.100000000000001;2.8999999999999773;35;16.25;1012.1500000000001;77.5
2020-09-24;20200924;20.0;13.6;95;45;1015.6;1012.0;47.0;1.0;6.4;3.6000000000000227;50;16.8;1013.8;70.0
2020-09-25;20200925;15.5;9.7;69;42;1022.8;1013.9;56.0;0.0;5.800000000000001;8.899999999999977;27;12.6;1018.3499999999999;55.5
2020-09-26;20200926;18.2;8.5;66;46;1022.8;1013.4;40.0;0.0;9.7;9.399999999999977;20;13.35;1018.0999999999999;56.0
2020-09-27;20200927;18.5;9.7;82;35;1016.2;1011.7;48.0;0.0;8.8;4.5;47;14.1;1013.95;58.5
2020-09-28;20200928;21.6;7.1;70;32;1018.4;1015.7;19.0;0.0;14.500000000000002;2.699999999999932;38;14.350000000000001;1017.05;51.0
2020-09-29;20200929;24.5;10.2;62;25;1018.4;1014.7;19.0;0.0;14.3;3.699999999999932;37;17.35;1016.55;43.5
2020-09-30;20200930;24.4;10.6;61;29;1016.4;1011.5;24.0;0.0;13.799999999999999;4.899999999999977;32;17.5;1013.95;45.0
2020-10-01;20201001;20.4;13.7;68;43;1012.1;1004.6;47.0;0.0;6.699999999999999;7.5;25;17.049999999999997;1008.35;55.5
2020-10-02;20201002;15.3;6.9;95;47;1004.6;991.0;66.0;8.4;8.4;13.600000000000023;48;11.100000000000001;997.8;71.0
2020-10-03;20201003;14.6;6.8;74;44;1010.6;1001.4;40.0;0.0;7.8;9.200000000000045;30;10.7;1006.0;59.0
2020-10-04;20201004;15.2;6.3;86;43;1012.7;1007.7;47.0;0.4;8.899999999999999;5.0;43;10.75;1010.2;64.5
2020-10-05;20201005;16.4;8.8;67;42;1020.7;1012.5;35.0;0.0;7.599999999999998;8.200000000000045;25;12.6;1016.6;54.5
2020-10-06;20201006;21.6;9.2;81;51;1023.4;1020.3;26.0;0.0;12.400000000000002;3.1000000000000227;30;15.4;1021.8499999999999;66.0
2020-10-07;20201007;24.5;14.1;72;41;1022.9;1019.9;34.0;0.0;10.4;3.0;31;19.3;1021.4;56.5
2020-10-08;20201008;23.1;11.6;85;41;1022.7;1020.0;16.0;0.0;11.500000000000002;2.7000000000000455;44;17.35;1021.35;63.0
2020-10-09;20201009;25.2;11.7;85;35;1021.6;1019.1;21.0;0.0;13.5;2.5;50;18.45;1020.35;60.0
2020-10-10;20201010;22.2;10.9;72;42;1023.0;1019.4;23.0;0.0;11.299999999999999;3.6000000000000227;30;16.55;1021.2;57.0
2020-10-11;20201011;16.7;4.8;84;36;1025.9;1022.5;45.0;0.0;11.899999999999999;3.400000000000091;48;10.75;1024.2;60.0
2020-10-12;20201012;17.5;5.4;77;33;1026.3;1021.4;31.0;0.0;12.1;4.899999999999977;44;11.45;1023.8499999999999;55.0
2020-10-13;20201013;20.0;10.3;70;42;1021.4;1010.4;44.0;0.0;9.7;11.0;28;15.15;1015.9;56.0
2020-10-14;20201014;14.6;7.3;71;40;1015.7;1009.8;45.0;0.0;7.3;5.900000000000091;31;10.95;1012.75;55.5
2020-10-15;20201015;12.9;4.2;82;49;1019.8;1015.6;37.0;0.0;8.7;4.199999999999932;33;8.55;1017.7;65.5
2020-10-16;20201016;14.3;1.1;83;42;1020.7;1017.5;21.0;0.0;13.200000000000001;3.2000000000000455;41;7.7;1019.1;62.5
2020-10-17;20201017;16.5;2.9;77;37;1020.5;1017.5;19.0;0.0;13.6;3.0;40;9.7;1019.0;57.0
2020-10-18;20201018;19.1;6.2;73;37;1022.7;1019.5;15.0;0.0;12.900000000000002;3.2000000000000455;36;12.65;1021.1;55.0
2020-10-19;20201019;20.6;7.4;70;33;1020.6;1013.0;24.0;0.0;13.200000000000001;7.600000000000023;37;14.0;1016.8;51.5
2020-10-20;20201020;17.3;10.6;95;44;1013.4;1002.6;42.0;24.0;6.700000000000001;10.799999999999955;51;13.95;1008.0;69.5
2020-10-21;20201021;14.6;11.1;96;80;1012.4;1001.9;81.0;7.2;3.5;10.5;16;12.85;1007.15;88.0
2020-10-22;20201022;14.2;10.2;96;84;1015.5;1011.9;31.0;19.0;4.0;3.6000000000000227;12;12.2;1013.7;90.0
2020-10-23;20201023;12.9;7.2;97;71;1025.3;1015.2;23.0;3.0;5.7;10.099999999999909;26;10.05;1020.25;84.0
2020-10-24;20201024;10.1;4.9;97;87;1027.0;1023.1;11.0;0.2;5.199999999999999;3.8999999999999773;10;7.5;1025.05;92.0
2020-10-25;20201025;10.8;6.5;97;73;1023.2;1011.0;47.0;12.8;4.300000000000001;12.200000000000045;24;8.65;1017.1;85.0
2020-10-26;20201026;10.6;5.6;80;54;1021.3;1012.5;35.0;0.0;5.0;8.799999999999955;26;8.1;1016.9;67.0
2020-10-27;20201027;14.2;6.3;83;52;1021.2;1018.5;24.0;0.0;7.8999999999999995;2.7000000000000455;31;10.25;1019.85;67.5
2020-10-28;20201028;11.5;6.3;96;83;1026.2;1020.0;11.0;0.0;5.2;6.2000000000000455;13;8.9;1023.1;89.5
2020-10-29;20201029;15.9;7.0;95;63;1028.9;1025.9;13.0;0.0;8.9;3.0;32;11.45;1027.4;79.0
2020-10-30;20201030;18.5;4.8;94;56;1028.8;1025.8;15.0;0.2;13.7;3.0;38;11.65;1027.3;75.0
2020-10-31;20201031;20.9;7.8;91;46;1027.0;1023.6;16.0;0.0;13.099999999999998;3.3999999999999773;45;14.35;1025.3;68.5
2020-11-01;20201101;19.4;8.9;87;56;1025.9;1022.9;15.0;0.0;10.499999999999998;3.0000000000001137;31;14.149999999999999;1024.4;71.5
2020-11-02;20201102;20.2;9.5;92;57;1023.6;1021.0;15.0;0.0;10.7;2.6000000000000227;35;14.85;1022.3;74.5
2020-11-03;20201103;14.4;8.3;94;78;1025.4;1021.5;29.0;4.2;6.1;3.900000000000091;16;11.350000000000001;1023.45;86.0
2020-11-04;20201104;10.3;5.6;90;64;1024.4;1018.2;39.0;4.6;4.700000000000001;6.2000000000000455;26;7.95;1021.3000000000001;77.0
2020-11-05;20201105;12.8;7.1;92;77;1022.4;1019.0;44.0;8.2;5.700000000000001;3.3999999999999773;15;9.95;1020.7;84.5
2020-11-06;20201106;18.6;10.2;90;62;1020.3;1011.8;39.0;2.0;8.400000000000002;8.5;28;14.4;1016.05;76.0
2020-11-07;20201107;13.3;8.7;95;83;1023.2;1011.8;34.0;17.4;4.600000000000001;11.400000000000091;12;11.0;1017.5;89.0
2020-11-08;20201108;13.2;7.9;96;70;1024.3;1021.7;18.0;0.0;5.299999999999999;2.599999999999909;26;10.55;1023.0;83.0
2020-11-09;20201109;13.7;7.2;96;75;1025.2;1020.5;15.0;2.6;6.499999999999999;4.7000000000000455;21;10.45;1022.85;85.5
2020-11-10;20201110;15.4;5.1;94;58;1028.1;1025.2;15.0;0.0;10.3;2.8999999999998636;36;10.25;1026.65;76.0
2020-11-11;20201111;14.7;4.9;94;59;1027.7;1023.1;19.0;0.2;9.799999999999999;4.600000000000023;35;9.8;1025.4;76.5
2020-11-12;20201112;15.1;6.7;94;57;1024.9;1020.6;11.0;0.0;8.399999999999999;4.300000000000068;37;10.9;1022.75;75.5
2020-11-13;20201113;14.4;6.4;90;65;1022.2;1020.0;13.0;0.0;8.0;2.2000000000000455;25;10.4;1021.1;77.5
2020-11-14;20201114;10.9;8.0;96;85;1022.1;1019.8;5.0;1.4;2.9000000000000004;2.300000000000068;11;9.45;1020.95;90.5
2020-11-15;20201115;12.7;9.8;97;95;1022.2;1020.2;13.0;0.4;2.8999999999999986;2.0;2;11.25;1021.2;96.0
2020-11-16;20201116;16.7;8.6;98;59;1025.8;1020.6;23.0;0.0;8.1;5.199999999999932;39;12.649999999999999;1023.2;78.5
2020-11-17;20201117;16.8;6.2;96;64;1028.0;1025.2;15.0;0.0;10.600000000000001;2.7999999999999545;32;11.5;1026.6;80.0
2020-11-18;20201118;18.2;6.0;97;62;1029.6;1026.8;11.0;0.2;12.2;2.7999999999999545;35;12.1;1028.1999999999998;79.5
2020-11-19;20201119;20.2;8.7;86;53;1032.3;1028.8;19.0;0.0;11.5;3.5;33;14.45;1030.55;69.5
2020-11-20;20201120;17.7;4.2;93;29;1031.1;1027.0;23.0;0.0;13.5;4.099999999999909;64;10.95;1029.05;61.0
2020-11-21;20201121;15.0;4.1;65;27;1028.9;1026.6;15.0;0.0;10.9;2.300000000000182;38;9.55;1027.75;46.0
2020-11-22;20201122;14.7;2.8;83;48;1029.6;1026.7;16.0;0.0;11.899999999999999;2.8999999999998636;35;8.75;1028.15;65.5
2020-11-23;20201123;15.3;4.3;83;46;1028.7;1025.7;13.0;0.0;11.0;3.0;37;9.8;1027.2;64.5
2020-11-24;20201124;11.6;2.8;88;55;1026.1;1019.5;15.0;0.0;8.8;6.599999999999909;33;7.199999999999999;1022.8;71.5
2020-11-25;20201125;9.9;3.8;92;77;1019.6;1013.0;16.0;1.0;6.1000000000000005;6.600000000000023;15;6.85;1016.3;84.5
2020-11-26;20201126;10.7;7.3;92;76;1013.7;1010.4;27.0;1.8;3.3999999999999995;3.300000000000068;16;9.0;1012.05;84.0
2020-11-27;20201127;10.8;8.1;89;72;1012.3;1005.9;40.0;2.8;2.700000000000001;6.399999999999977;17;9.45;1009.0999999999999;80.5
2020-11-28;20201128;11.7;6.7;96;69;1011.9;1005.0;29.0;1.2;4.999999999999999;6.899999999999977;27;9.2;1008.45;82.5
2020-11-29;20201129;11.8;4.4;97;67;1020.9;1011.9;16.0;0.0;7.4;9.0;30;8.100000000000001;1016.4;82.0
2020-11-30;20201130;15.3;3.8;96;58;1025.3;1020.9;13.0;0.2;11.5;4.399999999999977;38;9.55;1023.0999999999999;77.0
2020-12-01;20201201;16.0;2.8;88;35;1025.3;1018.5;23.0;0.0;13.2;6.7999999999999545;53;9.4;1021.9;61.5
2020-12-02;20201202;9.6;0.7;84;44;1018.6;1015.4;31.0;0.0;8.9;3.2000000000000455;40;5.1499999999999995;1017.0;64.0
2020-12-03;20201203;6.1;-2.3;82;53;1018.5;1003.0;32.0;0.0;8.399999999999999;15.5;29;1.9;1010.75;67.5
2020-12-04;20201204;4.9;0.6;95;57;1002.6;995.1;50.0;1.8;4.300000000000001;7.5;38;2.75;998.85;76.0
2020-12-05;20201205;4.7;0.4;81;60;1009.0;998.4;34.0;0.0;4.3;10.600000000000023;21;2.5500000000000003;1003.7;70.5
2020-12-06;20201206;5.6;1.7;89;62;1012.3;1008.4;47.0;0.4;3.8999999999999995;3.8999999999999773;27;3.65;1010.3499999999999;75.5
2020-12-07;20201207;9.1;2.6;96;64;1011.2;1004.8;56.0;4.8;6.5;6.400000000000091;32;5.85;1008.0;80.0
2020-12-08;20201208;5.8;3.3;92;61;1016.3;1005.1;77.0;0.6;2.5;11.199999999999932;31;4.55;1010.7;76.5
2020-12-09;20201209;7.1;2.0;84;48;1021.3;1015.6;53.0;0.0;5.1;5.699999999999932;36;4.55;1018.45;66.0
2020-12-10;20201210;12.0;1.9;96;65;1018.2;1011.3;63.0;4.4;10.1;6.900000000000091;31;6.95;1014.75;80.5
2020-12-11;20201211;14.7;9.4;97;58;1012.0;1004.4;90.0;8.2;5.299999999999999;7.600000000000023;39;12.05;1008.2;77.5
2020-12-12;20201212;11.6;7.6;73;51;1017.0;1005.1;90.0;0.0;4.0;11.899999999999977;22;9.6;1011.05;62.0
2020-12-13;20201213;11.7;3.4;92;54;1017.9;1015.0;15.0;0.0;8.299999999999999;2.8999999999999773;38;7.55;1016.45;73.0
2020-12-14;20201214;8.8;5.9;97;90;1015.3;1011.3;19.0;4.4;2.9000000000000004;4.0;7;7.3500000000000005;1013.3;93.5
2020-12-15;20201215;9.0;3.7;97;73;1017.8;1011.2;24.0;0.2;5.3;6.599999999999909;24;6.35;1014.5;85.0
2020-12-16;20201216;8.0;4.1;96;81;1019.8;1015.2;21.0;0.6;3.9000000000000004;4.599999999999909;15;6.05;1017.5;88.5
2020-12-17;20201217;13.3;5.8;96;64;1024.3;1019.8;15.0;0.0;7.500000000000001;4.5;32;9.55;1022.05;80.0
2020-12-18;20201218;7.6;2.9;96;89;1024.9;1021.6;10.0;0.2;4.699999999999999;3.300000000000068;7;5.25;1023.25;92.5
2020-12-19;20201219;6.4;5.6;97;95;1021.8;1019.8;16.0;5.8;0.8000000000000007;2.0;2;6.0;1020.8;96.0
2020-12-20;20201220;9.8;1.3;97;76;1028.8;1021.3;15.0;0.2;8.5;7.5;21;5.550000000000001;1025.05;86.5
2020-12-21;20201221;6.9;4.3;97;94;1031.5;1028.4;10.0;0.2;2.6000000000000005;3.099999999999909;3;5.6;1029.95;95.5
2020-12-22;20201222;14.2;3.1;98;75;1031.4;1026.0;10.0;0.2;11.1;5.400000000000091;23;8.65;1028.7;86.5
2020-12-23;20201223;7.6;5.9;97;95;1026.2;1024.0;8.0;0.4;1.6999999999999993;2.2000000000000455;2;6.75;1025.1;96.0
2020-12-24;20201224;9.6;2.4;97;60;1025.0;1022.5;18.0;0.0;7.199999999999999;2.5;37;6.0;1023.75;78.5
2020-12-25;20201225;5.8;-0.4;86;45;1030.9;1024.2;40.0;0.0;6.2;6.7000000000000455;41;2.6999999999999997;1027.5500000000002;65.5
2020-12-26;20201226;9.1;-2.1;83;41;1031.2;1025.0;18.0;0.0;11.2;6.2000000000000455;42;3.5;1028.1;62.0
2020-12-27;20201227;1.9;-2.4;90;76;1025.4;1003.5;32.0;0.0;4.3;21.90000000000009;14;0.25;1014.45;83.0
2020-12-28;20201228;6.7;1.9;95;62;1005.2;997.8;64.0;1.2;4.800000000000001;7.400000000000091;33;4.3;1001.5;78.5
2020-12-29;20201229;5.3;0.6;92;58;1011.9;1003.7;47.0;1.4;4.7;8.199999999999932;34;2.9499999999999997;1007.8;75.0
2020-12-30;20201230;4.8;0.0;78;61;1019.8;1011.8;53.0;0.0;4.8;8.0;17;2.4;1015.8;69.5
2020-12-31;20201231;4.9;-1.0;96;73;1019.4;1010.1;24.0;7.4;5.9;9.299999999999955;23;1.9500000000000002;1014.75;84.5
2021-01-01;20210101;3.3;-0.4;97;64;1012.4;1009.1;45.0;0.4;3.6999999999999997;3.2999999999999545;33;1.45;1010.75;80.5
2021-01-02;20210102;2.4;-2.0;86;55;1017.0;1011.7;42.0;0.0;4.4;5.2999999999999545;31;0.19999999999999996;1014.35;70.5
2021-01-03;20210103;5.3;-0.8;78;56;1017.6;1014.1;40.0;0.0;6.1;3.5;22;2.25;1015.85;67.0
2021-01-04;20210104;3.8;-1.3;94;53;1014.0;1010.4;27.0;0.4;5.1;3.6000000000000227;41;1.25;1012.2;73.5
2021-01-05;20210105;4.4;-3.2;89;53;1014.6;1011.7;21.0;0.0;7.6000000000000005;2.8999999999999773;36;0.6000000000000001;1013.1500000000001;71.0
2021-01-06;20210106;5.7;-5.3;87;49;1017.0;1013.5;13.0;0.0;11.0;3.5;38;0.20000000000000018;1015.25;68.0
2021-01-07;20210107;1.4;-3.9;78;64;1015.0;1012.8;23.0;0.0;5.3;2.2000000000000455;14;1.25;1013.9;71.0
2021-01-08;20210108;1.7;-5.4;94;61;1014.9;1008.3;39.0;0.0;7.1000000000000005;6.600000000000023;33;1.85;1011.5999999999999;77.5
2021-01-09;20210109;-0.7;-2.6;95;93;1010.3;1004.5;53.0;0.0;1.9000000000000001;5.7999999999999545;2;1.65;1007.4;94.0
2021-01-10;20210110;4.4;-2.2;93;66;1018.8;1010.1;23.0;2.0;6.6000000000000005;8.699999999999932;27;1.1;1014.45;79.5
2021-01-11;20210111;5.9;-5.9;90;41;1028.3;1018.8;15.0;0.0;11.8;9.5;49;0.0;1023.55;65.5
2021-01-12;20210112;6.4;-5.8;77;46;1033.0;1028.3;13.0;0.0;12.2;4.7000000000000455;31;0.30000000000000027;1030.65;61.5
2021-01-13;20210113;8.8;-4.2;76;39;1033.3;1030.5;10.0;0.0;13.0;2.7999999999999545;37;2.3000000000000003;1031.9;57.5
2021-01-14;20210114;11.2;0.4;89;34;1031.3;1026.6;13.0;0.0;10.799999999999999;4.7000000000000455;55;5.8;1028.9499999999998;61.5
2021-01-15;20210115;10.4;-0.1;91;46;1029.7;1027.4;15.0;0.0;10.5;2.2999999999999545;45;5.15;1028.5500000000002;68.5
2021-01-16;20210116;13.9;1.5;64;26;1030.9;1027.5;15.0;0.0;12.4;3.400000000000091;38;7.7;1029.2;45.0
2021-01-17;20210117;11.9;1.0;64;30;1031.2;1028.3;15.0;0.0;10.9;2.900000000000091;34;6.45;1029.75;47.0
2021-01-18;20210118;9.3;1.1;88;58;1029.9;1027.0;16.0;0.0;8.200000000000001;2.900000000000091;30;5.2;1028.45;73.0
2021-01-19;20210119;8.3;-1.4;92;66;1028.7;1021.0;16.0;0.0;9.700000000000001;7.7000000000000455;26;3.45;1024.85;79.0
2021-01-20;20210120;3.9;0.4;97;84;1020.9;1010.2;21.0;5.0;3.5;10.699999999999932;13;2.15;1015.55;90.5
2021-01-21;20210121;7.7;3.0;97;97;1016.1;1010.8;40.0;1.2;4.7;5.300000000000068;0;5.35;1013.45;97.0
2021-01-22;20210122;8.0;4.6;97;60;1015.6;1001.6;72.0;1.6;3.4000000000000004;14.0;37;6.3;1008.6;78.5
2021-01-23;20210123;7.6;1.3;97;66;1016.1;1006.6;45.0;8.4;6.3;9.5;31;4.45;1011.35;81.5
2021-01-24;20210124;10.1;6.1;89;51;1015.4;1008.2;69.0;0.0;4.0;7.199999999999932;38;8.1;1011.8;70.0
2021-01-25;20210125;11.3;5.1;97;75;1018.0;1009.9;35.0;7.0;6.200000000000001;8.100000000000023;22;8.2;1013.95;86.0
2021-01-26;20210126;11.9;6.4;97;76;1024.7;1018.1;10.0;1.4;5.5;6.600000000000023;21;9.15;1021.4000000000001;86.5
2021-01-27;20210127;15.6;8.7;97;64;1026.4;1023.8;29.0;0.2;6.9;2.6000000000001364;33;12.149999999999999;1025.1;80.5
2021-01-28;20210128;10.4;6.6;97;80;1026.1;1023.6;10.0;0.2;3.8000000000000007;2.4999999999998863;17;8.5;1024.85;88.5
2021-01-29;20210129;9.1;6.5;97;91;1024.3;1018.8;10.0;0.0;2.5999999999999996;5.5;6;7.8;1021.55;94.0
2021-01-30;20210130;9.7;5.3;97;55;1018.7;1009.5;77.0;4.0;4.3999999999999995;9.200000000000045;42;7.5;1014.1;76.0
2021-01-31;20210131;13.7;6.1;85;58;1014.1;1009.8;72.0;0.2;7.6;4.300000000000068;27;9.899999999999999;1011.95;71.5
2021-02-01;20210201;12.8;7.2;86;60;1017.6;1009.0;82.0;0.0;5.6000000000000005;8.600000000000023;26;10.0;1013.3;73.0
2021-02-02;20210202;9.6;5.8;97;87;1019.5;1015.8;26.0;0.2;3.8;3.7000000000000455;10;7.699999999999999;1017.65;92.0
2021-02-03;20210203;9.9;6.1;97;87;1016.5;1013.2;26.0;1.4;3.8000000000000007;3.2999999999999545;10;8.0;1014.85;92.0
2021-02-04;20210204;11.3;7.6;97;73;1013.5;1008.4;24.0;0.4;3.700000000000001;5.100000000000023;24;9.45;1010.95;85.0
2021-02-05;20210205;15.7;5.9;93;54;1010.8;1000.4;31.0;3.6;9.799999999999999;10.399999999999977;39;10.8;1005.5999999999999;73.5
2021-02-06;20210206;9.2;5.0;96;79;1005.9;999.9;19.0;1.2;4.199999999999999;6.0;17;7.1;1002.9;87.5
2021-02-07;20210207;8.3;1.6;96;55;1008.6;1005.8;32.0;0.2;6.700000000000001;2.800000000000068;41;4.95;1007.2;75.5
2021-02-08;20210208;8.9;3.3;97;64;1007.7;1001.2;44.0;11.8;5.6000000000000005;6.5;33;6.1;1004.45;80.5
2021-02-09;20210209;6.6;3.6;97;77;1008.8;1000.7;55.0;8.6;2.9999999999999996;8.099999999999909;20;5.1;1004.75;87.0
2021-02-10;20210210;13.4;3.3;96;40;1017.8;1002.0;66.0;5.8;10.100000000000001;15.799999999999955;56;8.35;1009.9;68.0
2021-02-11;20210211;10.5;5.1;97;53;1021.5;1017.9;16.0;0.0;5.4;3.6000000000000227;44;7.8;1019.7;75.0
2021-02-12;20210212;11.4;6.3;97;63;1023.7;1016.1;47.0;9.8;5.1000000000000005;7.600000000000023;34;8.85;1019.9000000000001;80.0
2021-02-13;20210213;13.4;3.9;88;42;1027.8;1022.9;32.0;0.0;9.5;4.899999999999977;46;8.65;1025.35;65.0
2021-02-14;20210214;13.5;2.5;89;60;1032.2;1027.5;19.0;0.0;11.0;4.7000000000000455;29;8.0;1029.85;74.5
2021-02-15;20210215;11.8;3.5;92;68;1034.1;1030.3;15.0;0.0;8.3;3.7999999999999545;24;7.65;1032.1999999999998;80.0
2021-02-16;20210216;12.0;2.5;96;70;1030.8;1025.1;15.0;0.0;9.5;5.7000000000000455;26;7.25;1027.9499999999998;83.0
2021-02-17;20210217;14.4;4.4;94;63;1025.7;1019.6;19.0;0.0;10.0;6.100000000000023;31;9.4;1022.6500000000001;78.5
2021-02-18;20210218;14.1;4.8;89;47;1020.1;1017.0;39.0;0.0;9.3;3.1000000000000227;42;9.45;1018.55;68.0
2021-02-19;20210219;15.0;3.3;81;40;1020.6;1016.6;29.0;0.0;11.7;4.0;41;9.15;1018.6;60.5
2021-02-20;20210220;15.5;5.3;72;36;1016.7;1009.8;42.0;0.0;10.2;6.900000000000091;36;10.4;1013.25;54.0
2021-02-21;20210221;10.1;3.6;96;57;1009.9;1004.0;29.0;8.2;6.5;5.899999999999977;39;6.85;1006.95;76.5
2021-02-22;20210222;9.7;3.4;96;57;1026.7;1006.9;31.0;1.2;6.299999999999999;19.800000000000068;39;6.55;1016.8;76.5
2021-02-23;20210223;11.9;0.9;92;58;1035.6;1026.7;24.0;0.0;11.0;8.899999999999864;34;6.4;1031.15;75.0
2021-02-24;20210224;12.9;3.7;90;68;1035.6;1029.2;24.0;0.0;9.2;6.399999999999864;22;8.3;1032.4;79.0
2021-02-25;20210225;12.8;5.2;89;55;1030.1;1027.7;15.0;0.0;7.6000000000000005;2.3999999999998636;34;9.0;1028.9;72.0
2021-02-26;20210226;16.2;5.4;84;43;1029.7;1026.8;21.0;0.0;10.799999999999999;2.900000000000091;41;10.8;1028.25;63.5
2021-02-27;20210227;19.4;5.5;75;23;1027.6;1020.3;21.0;0.0;13.899999999999999;7.2999999999999545;52;12.45;1023.9499999999999;49.0
2021-02-28;20210228;11.2;2.2;82;62;1021.6;1018.3;24.0;0.0;9.0;3.300000000000068;20;6.699999999999999;1019.95;72.0
2021-03-01;20210301;7.6;5.7;94;74;1023.9;1021.1;8.0;0.2;1.8999999999999995;2.7999999999999545;20;6.65;1022.5;84.0
2021-03-02;20210302;11.9;6.0;92;61;1029.3;1023.8;13.0;0.0;5.9;5.5;31;8.95;1026.55;76.5
2021-03-03;20210303;12.8;4.8;89;63;1030.2;1026.3;10.0;0.0;8.0;3.900000000000091;26;8.8;1028.25;76.0
2021-03-04;20210304;14.2;3.8;93;62;1026.4;1017.7;15.0;0.0;10.399999999999999;8.700000000000045;31;9.0;1022.0500000000001;77.5
2021-03-05;20210305;13.7;3.2;94;48;1019.2;1015.5;23.0;0.0;10.5;3.7000000000000455;46;8.45;1017.35;71.0
2021-03-06;20210306;14.1;6.9;82;49;1021.0;1018.0;21.0;0.0;7.199999999999999;3.0;33;10.5;1019.5;65.5
2021-03-07;20210307;13.1;6.3;92;54;1020.5;1014.2;24.0;4.2;6.8;6.2999999999999545;38;9.7;1017.35;73.0
2021-03-08;20210308;8.9;3.3;95;77;1017.9;1013.3;26.0;3.4;5.6000000000000005;4.600000000000023;18;6.1;1015.5999999999999;86.0
2021-03-09;20210309;11.8;2.1;89;46;1021.1;1017.6;29.0;0.0;9.700000000000001;3.5;43;6.95;1019.35;67.5
2021-03-10;20210310;13.8;-0.8;81;43;1025.5;1021.0;21.0;0.0;14.600000000000001;4.5;38;6.5;1023.25;62.0
2021-03-11;20210311;17.4;3.7;83;47;1026.2;1021.8;40.0;0.0;13.7;4.400000000000091;36;10.549999999999999;1024.0;65.0
2021-03-12;20210312;12.8;5.4;89;35;1023.0;1019.6;47.0;0.0;7.4;3.3999999999999773;54;9.100000000000001;1021.3;62.0
2021-03-13;20210313;13.9;1.6;79;31;1024.5;1021.4;45.0;0.0;12.3;3.1000000000000227;48;7.75;1022.95;55.0
2021-03-14;20210314;13.4;5.1;74;45;1026.9;1023.7;42.0;0.0;8.3;3.2000000000000455;29;9.25;1025.3000000000002;59.5
2021-03-15;20210315;18.7;0.3;89;29;1027.0;1023.2;24.0;0.0;18.4;3.7999999999999545;60;9.5;1025.1;59.0
2021-03-16;20210316;18.0;0.9;85;31;1026.6;1023.3;35.0;0.0;17.1;3.2999999999999545;54;9.45;1024.9499999999998;58.0
2021-03-17;20210317;18.2;5.3;72;25;1026.5;1020.6;40.0;0.0;12.899999999999999;5.899999999999977;47;11.75;1023.55;48.5
2021-03-18;20210318;11.0;3.6;64;36;1022.2;1016.3;35.0;0.0;7.4;5.900000000000091;28;7.3;1019.25;50.0
2021-03-19;20210319;10.5;0.5;79;51;1017.6;1010.1;53.0;0.0;10.0;7.5;28;5.5;1013.85;65.0
2021-03-20;20210320;9.9;0.9;65;26;1022.1;1015.1;48.0;0.0;9.0;7.0;39;5.4;1018.6;45.5
2021-03-21;20210321;13.2;-1.0;72;32;1022.8;1020.0;39.0;0.0;14.2;2.7999999999999545;40;6.1;1021.4;52.0
2021-03-22;20210322;16.3;0.9;72;27;1020.7;1017.9;32.0;0.0;15.4;2.800000000000068;45;8.6;1019.3;49.5
2021-03-23;20210323;17.5;2.1;73;31;1022.9;1019.8;21.0;0.0;15.4;3.1000000000000227;42;9.8;1021.3499999999999;52.0
2021-03-24;20210324;18.8;3.5;56;27;1024.8;1021.7;23.0;0.0;15.3;3.099999999999909;29;11.15;1023.25;41.5
2021-03-25;20210325;18.7;5.7;58;21;1023.5;1019.7;27.0;0.0;13.0;3.7999999999999545;37;12.2;1021.6;39.5
2021-03-26;20210326;16.7;5.1;67;37;1022.9;1018.9;29.0;0.0;11.6;4.0;30;10.899999999999999;1020.9;52.0
2021-03-27;20210327;16.5;4.6;78;44;1026.8;1022.7;24.0;0.0;11.9;4.099999999999909;34;10.55;1024.75;61.0
2021-03-28;20210328;19.9;4.2;88;31;1029.0;1025.4;21.0;0.0;15.7;3.599999999999909;57;12.049999999999999;1027.2;59.5
2021-03-29;20210329;21.8;8.7;56;21;1027.8;1022.7;42.0;0.0;13.100000000000001;5.099999999999909;35;15.25;1025.25;38.5
2021-03-30;20210330;20.2;9.3;59;28;1026.4;1022.0;27.0;0.0;10.899999999999999;4.400000000000091;31;14.75;1024.2;43.5
2021-03-31;20210331;22.6;7.8;53;20;1023.9;1015.4;24.0;0.0;14.8;8.5;33;15.200000000000001;1019.65;36.5
2021-04-01;20210401;21.2;10.4;52;28;1017.8;1011.3;27.0;0.0;10.799999999999999;6.5;24;15.8;1014.55;40.0
2021-04-02;20210402;16.1;8.1;95;48;1014.4;1012.5;21.0;2.6;8.000000000000002;1.8999999999999773;47;12.100000000000001;1013.45;71.5
2021-04-03;20210403;19.1;6.2;93;42;1014.5;1010.6;26.0;0.2;12.900000000000002;3.8999999999999773;51;12.65;1012.55;67.5
2021-04-04;20210404;20.8;3.3;62;27;1016.8;1012.7;26.0;0.0;17.5;4.099999999999909;35;12.05;1014.75;44.5
2021-04-05;20210405;19.9;4.6;69;25;1017.6;1013.8;24.0;0.0;15.299999999999999;3.800000000000068;44;12.25;1015.7;47.0
2021-04-06;20210406;20.2;6.4;49;23;1015.8;1009.5;35.0;0.0;13.799999999999999;6.2999999999999545;26;13.3;1012.65;36.0
